# athena_event_details,athena id,external id,datetime,time error,time rms,latitude,longitude,ellipse major,ellipse minor,magnitude,magnitude type,depth (km),depth error,num. stations,num. phases,azimuth gap,analysis type,place,major place,athena database id,error ellipse max axis length (km),error ellipse max axis azimuth (deg),error ellipse max axis dip (deg),error ellipse intermediate axis length (km),error ellipse intermediate axis azimuth (deg),error ellipse intermediate axis dip (deg),error ellipse min axis length (km),error ellipse min axis azimuth (deg),error ellipse min axis dip (deg),seismic moment (N.m),corner frequency (Hz),stress drop (MPa),source radius (km),moment tensor np1 dip,moment tensor np1 strike,moment tensor np1 rake,tags,updated at,moment tensor np2 dip,moment tensor np2 strike,moment tensor np2 rake,event source type,reference elevation (km),horizontal error (km)
athena_event_details,20200403-4,,2020-04-03T18:15:43Z,,0.76,35.88166666666667,35.6045,,,4.9,Ml,16.62,3.96,24,29,149.0,m,Mediterranean Sea,172.0 km NE of Ammochostos,68922,4.01,46.0,80.0,2.33,149.0,2.0,1.45,239.0,10.0,,,,,,,,"",2020-04-06T07:53:23.213Z,,,,Nanometrics,0.286,
athena_event_details,20200315-10,,2020-03-15T17:27:08Z,,0.59,36.125,31.200666666666667,,,4.2,Ml,70.32,6.71,25,24,176.0,m,Mediterranean Sea,165.0 km NW of Polis,68772,6.72,331.0,87.0,2.41,206.0,1.0,0.84,116.0,2.0,,,,,,,,"",2020-03-16T08:04:57.024Z,,,,Nanometrics,0.508,
athena_event_details,20200222-9,,2020-02-22T22:26:42Z,,0.68,37.25833333333333,31.436166666666665,,,4.5,Ml,5.00,31.61,17,23,246.0,m,,263.0 km N of Polis,68682,31.61,0.0,90.0,4.3,196.0,0.0,1.25,286.0,0.0,,,,,,,,"",2020-03-03T10:42:05.879Z,,,,Nanometrics,0.921,
athena_event_details,20190906-4,,2019-09-06T08:59:55Z,,0.49,35.877,31.761333333333333,,,4.2,Ml,31.51,42.69,16,25,194.0,m,Mediterranean Sea,112.0 km NW of Polis,67364,42.69,0.0,90.0,3.05,204.0,0.0,0.79,294.0,0.0,,,,,,,,"",2019-09-06T09:39:00.296Z,,,,Nanometrics,0.735,
athena_event_details,20190820-12,,2019-08-20T09:34:53Z,,0.55,36.107166666666664,31.235333333333333,,,4.4,Ml,38.41,37.96,22,17,204.0,m,Mediterranean Sea,161.0 km NW of Polis,67209,38.17,200.0,83.0,5.86,21.0,6.0,0.95,111.0,0.0,,,,,,,,"",2019-08-21T07:41:47.654Z,,,,Nanometrics,0.633,
athena_event_details,20190705-13,,2019-07-05T14:19:06Z,,0.81,32.801833333333335,30.818833333333334,,,4.1,Ml,33.00,31.61,23,26,265.0,m,Mediterranean Sea,264.0 km SW of Pafos,66868,31.61,0.0,90.0,3.59,178.0,0.0,1.71,268.0,0.0,,,,,,,,"",2019-07-08T12:19:18.269Z,,,,Nanometrics,0.65,
athena_event_details,20190515-11,,2019-05-15T16:53:49Z,,0.55,32.821333333333335,32.864,,,4.8,Ml,21.88,4.18,22,25,204.0,m,FELT EARTHQUAKE; Mediterranean Sea,207.0 km S of Lemesos,66458,5.48,239.0,49.0,2.12,70.0,39.0,0.94,335.0,6.0,,,,,,,,felt,2021-04-12T12:00:30.232Z,,,,Nanometrics,0.6,
athena_event_details,20190320-11,,2019-03-20T06:34:27Z,,0.76,37.48533333333334,29.436833333333333,,,5.1,Ml,5.00,31.61,21,28,186.0,m,,383.0 km NW of Polis,65911,31.61,0.0,90.0,2.75,184.0,0.0,1.27,274.0,0.0,,,,,,,,"",2019-03-20T07:50:38.697Z,,,,Nanometrics,0.515,
athena_event_details,20190307-16,,2019-03-07T16:25:39Z,,0.61,35.5785,31.108,,,4.2,Ml,26.17,3.08,21,21,141.0,m,Mediterranean Sea,135.0 km NW of Polis,65805,4.36,205.0,30.0,3.6,12.0,58.0,0.87,112.0,6.0,,,,,,,,"",2019-03-08T09:54:00.335Z,,,,Nanometrics,0.508,
athena_event_details,20190205-10,,2019-02-05T15:11:53Z,,0.4,36.615833333333335,30.0375,,,4.2,Ml,6.36,1.55,18,17,155.0,m,,279.0 km NW of Polis,65589,1.86,359.0,56.0,0.74,242.0,16.0,0.54,143.0,29.0,,,,,,,,"",2019-02-06T09:27:38.530Z,,,,Nanometrics,0.462,
athena_event_details,20190202-18,,2019-02-02T12:20:45Z,,0.5,36.877,35.4305,,,4.2,Ml,15.00,31.61,15,20,278.0,m,,237.0 km NE of Ammochostos,65573,31.61,0.0,90.0,2.87,173.0,0.0,1.93,263.0,0.0,,,,,,,,"",2019-02-04T12:18:00.086Z,,,,Nanometrics,0.367,
athena_event_details,20181029-6,,2018-10-29T12:09:13Z,,0.69,34.42216666666667,33.5505,,,4.4,Ml,5.00,31.61,21,21,137.0,m,FELT EARTHQUAKE; Mediterranean Sea,55.0 km SE of Lemesos,64820,31.61,0.0,90.0,1.72,189.0,0.0,1.16,279.0,0.0,,,,,,,,felt,2021-07-21T09:15:34.774Z,,,,Nanometrics,0.178,
athena_event_details,20181026-16,,2018-10-26T18:37:43Z,,0.26,36.01016666666667,31.154833333333332,,,4.4,Ml,64.59,4.59,15,25,165.0,m,Mediterranean Sea,159.0 km NW of Polis,64821,4.63,27.0,82.0,1.49,198.0,7.0,0.35,288.0,1.0,,,,,,,,"",2018-10-29T13:45:04.050Z,,,,Nanometrics,0.85,
athena_event_details,20180928-2,,2018-09-28T00:26:29Z,,0.79,36.8385,30.465333333333334,,,4.1,Ml,123.08,4.13,20,25,185.0,m,,268.0 km NW of Polis,64570,4.93,205.0,56.0,4.06,10.0,32.0,1.36,104.0,7.0,,,,,,,,"",2018-09-28T05:14:13.627Z,,,,Nanometrics,0.525,
athena_event_details,20180912-7,,2018-09-12T06:21:45Z,,1.09,36.131,31.150333333333332,,,5.5,Ml,10.00,31.61,18,25,134.0,m,FELT EARTHQUAKE; Mediterranean Sea,168.0 km NW of Polis,64432,31.61,0.0,90.0,4.32,207.0,0.0,1.53,297.0,0.0,,,,,,,,felt,2021-07-21T09:48:59.447Z,,,,Nanometrics,0.866,
athena_event_details,20180910-11,,2018-09-10T23:02:54Z,,0.83,37.119,30.789,,,5.0,Ml,110.00,31.61,17,23,204.0,m,,275.0 km NW of Polis,64419,31.61,0.0,90.0,3.47,197.0,0.0,2.62,287.0,0.0,,,,,,,,"",2018-09-11T08:07:34.274Z,,,,Nanometrics,0.866,
athena_event_details,20180413-13,12515,2018-04-13T17:55:47Z,,0.64,37.086666666666666,32.019333333333336,,,4.3,Ml,0.87,2.25,18,27,175.0,m,,227.0 km NW of Kyrenia,63173,4.5,22.0,30.0,1.43,202.0,59.0,0.91,292.0,0.0,,,,,,,,"",2018-04-16T08:49:42.836Z,,,,Nanometrics,0.0,
athena_event_details,20180413-12,1000012513,2018-04-13T17:14:01Z,,0.56,36.9405,31.952666666666666,,,4.8,Ml,4.68,2.65,19,31,171.0,m,,215.0 km NW of Morphou,63172,3.94,23.0,42.0,1.58,204.0,47.0,0.8,113.0,1.0,,,,,,,,"",2018-04-16T07:07:00.745Z,,,,Nanometrics,0.0,
athena_event_details,20171205-7,1000002386,2017-12-05T17:21:48Z,,0.89,36.465167,31.479,,,4.0,Ml,9.55,3.70,10,15,204.0,m,,181.0 km NW of Polis,62297,7.77,28.0,28.0,3.91,209.0,61.0,1.6,298.0,0.0,,,,,,,,"",2017-12-06T08:13:06.000Z,,,,Nanometrics,0.0,
athena_event_details,20170929-8,1000002269,2017-09-29T16:08:41Z,,0.84,36.749167,30.605667,,,4.6,Ml,90.33,5.05,18,32,166.0,m,,252.0 km NW of Polis,61826,5.1,353.0,81.0,3.49,196.0,7.0,1.14,106.0,3.0,,,,,,,,"",2017-10-02T06:22:30.000Z,,,,Nanometrics,0.0,
athena_event_details,20170816-10,1000002165,2017-08-16T19:39:35Z,,0.77,35.423,31.216333,,,4.0,Ml,12.00,31.61,12,22,122.0,m,Mediterranean Sea,119.0 km W of Polis,61504,31.61,0.0,90.0,2.75,203.0,0.0,1.32,293.0,0.0,,,,,,,,"",2017-08-17T06:17:30.000Z,,,,Nanometrics,0.0,
athena_event_details,20170530-8,1000001987,2017-05-30T12:29:28Z,,0.93,35.607333,31.391333,,,4.4,Ml,88.95,9.51,11,16,160.0,m,Mediterranean Sea,114.0 km NW of Polis,60803,9.76,62.0,77.0,3.93,213.0,11.0,1.92,304.0,6.0,,,,,,,,"",2017-05-30T12:58:00.000Z,,,,Nanometrics,0.0,
athena_event_details,20170520-23,1000001966,2017-05-20T05:41:13Z,,0.65,34.879667,33.904833,,,4.1,Ml,7.52,3.09,15,17,108.0,m,FELT EARTHQUAKE,19.0 km S of Paralimni,60711,3.89,23.0,52.0,1.24,172.0,33.0,1.06,272.0,15.0,,,,,,,,felt,2021-07-21T10:19:23.408Z,,,,Nanometrics,0.0,
athena_event_details,20170318-8,1000001784,2017-03-18T18:15:27Z,,0.42,34.462667,32.1795,,,4.6,Ml,48.79,4.23,12,18,153.0,m,FELT EARTHQUAKE; Mediterranean Sea,40.0 km SW of Pafos,60211,4.39,340.0,74.0,1.92,132.0,13.0,0.89,224.0,7.0,,,,,,,,felt,2021-07-21T10:15:02.872Z,,,,Nanometrics,0.0,
athena_event_details,20170225-18,10588,2017-02-25T21:06:03Z,,0.36,37.194333,36.0715,,,4.5,Ml,28.72,2.94,15,17,190.0,m,,299.0 km NE of Ammochostos,60101,3.51,339.0,56.0,1.58,164.0,33.0,0.95,72.0,2.0,,,,,,,,"",2017-03-06T13:24:05.000Z,,,,Nanometrics,0.0,
athena_event_details,20170205-7,1000001682,2017-02-05T10:34:51Z,,0.55,36.201667,31.190333,,,4.1,Ml,31.91,47.45,10,18,180.0,m,Mediterranean Sea,172.0 km NW of Polis,59852,47.45,0.0,90.0,2.67,209.0,0.0,0.88,299.0,0.0,,,,,,,,"",2017-02-06T07:27:52.000Z,,,,Nanometrics,0.0,
athena_event_details,20170113-5,1000001628,2017-01-13T21:43:30Z,,1.1,35.581,32.426333,,,4.4,Ml,83.07,5.29,17,31,125.0,m,FELT EARTHQUAKE; Mediterranean Sea,61.0 km N of Polis,59675,5.77,177.0,66.0,3.0,31.0,19.0,1.61,297.0,12.0,,,,,,,,felt,2021-07-21T10:11:43.474Z,,,,Nanometrics,0.0,
athena_event_details,20170108-6,1000001618,2017-01-08T09:22:17Z,,0.48,33.554833,33.290167,,,4.5,Ml,26.98,2.75,13,23,109.0,m,Mediterranean Sea,127.0 km S of Lemesos,59621,2.94,236.0,69.0,1.56,68.0,20.0,0.71,337.0,4.0,,,,,,,,"",2017-01-09T08:43:57.000Z,,,,Nanometrics,0.0,
athena_event_details,20161226-4,1000001604,2016-12-26T05:53:35Z,,0.4,32.632,31.46,,,4.1,Ml,10.72,2.19,6,11,227.0,m,Mediterranean Sea,253.0 km S of Pafos,59526,2.31,317.0,71.0,1.86,56.0,2.0,0.86,147.0,19.0,,,,,,,,"",2016-12-27T07:52:01.000Z,,,,Nanometrics,0.0,
athena_event_details,20161209-5,10066,2016-12-09T08:42:48Z,,0.3,34.860333,29.0065,,,4.1,Ml,74.22,9.53,15,17,188.0,m,Mediterranean Sea,311.0 km W of Pafos,59431,9.7,347.0,79.0,1.44,201.0,8.0,0.67,110.0,6.0,,,,,,,,"",2020-04-22T10:54:35.313Z,,,,Nanometrics,0.0,
athena_event_details,20161202-3,1000010020,2016-12-02T04:35:43Z,,0.17,32.970667,35.548,,,4.1,Ml,5.24,1.86,12,17,223.0,m,,271.0 km SE of Paralimni,59342,2.93,82.0,39.0,0.92,244.0,49.0,0.4,345.0,9.0,,,,,,,,"",2016-12-02T08:59:35.000Z,,,,Nanometrics,0.0,
athena_event_details,20161106-7,58608,2016-11-06T19:46:01Z,,0.38,34.772333,33.624333,,,4.1,Ml,30.00,31.61,9,16,213.0,m,FELT EARTHQUAKE,16.0 km S of Larnaka,59057,31.61,0.0,90.0,1.65,160.0,0.0,0.83,250.0,0.0,,,,,,,,felt,2021-07-21T12:13:29.521Z,,,,Nanometrics,0.0,
athena_event_details,20161019-13,1000009684,2016-10-19T12:18:46Z,,0.38,36.061167,30.470167,,,4.7,Ml,46.24,6.60,15,24,142.0,m,,211.0 km NW of Polis,58912,6.63,355.0,83.0,1.44,203.0,5.0,0.53,113.0,3.0,,,,,,,,"",2016-10-20T08:58:04.000Z,,,,Nanometrics,0.0,
athena_event_details,20160921-6,1000001326,2016-09-21T18:08:10Z,,0.47,35.169167,31.559333,,,4.2,Ml,20.00,1.19,11,18,261.0,m,Mediterranean Sea,81.0 km W of Polis,58625,3.26,172.0,8.0,1.62,77.0,28.0,1.36,276.0,61.0,,,,,,,,"",2016-09-22T08:49:01.000Z,,,,Nanometrics,0.0,
athena_event_details,20160807-1,1000009306,2016-08-07T16:08:16Z,,0.36,35.585167,31.679333,,,4.4,Ml,17.01,1.17,15,18,157.0,m,Mediterranean Sea,92.0 km NW of Polis,58193,1.51,34.0,18.0,1.26,177.0,68.0,0.59,300.0,12.0,,,,,,,,"",2016-08-08T08:03:32.000Z,,,,Nanometrics,0.0,
athena_event_details,20160713-5,57726,2016-07-13T18:36:05Z,,0.63,35.9605,31.114667,,,4.7,Ml,103.72,5.68,10,18,163.0,m,Mediterranean Sea,158.0 km NW of Polis,58113,5.73,27.0,82.0,2.4,210.0,7.0,1.13,300.0,0.0,,,,,,,,"",2016-07-14T06:03:50.000Z,,,,Nanometrics,0.0,
athena_event_details,20160709-1,1000001135,2016-07-09T07:15:33Z,,0.66,36.6085,30.495,,,4.7,Ml,98.33,4.15,14,24,191.0,m,,247.0 km NW of Polis,58103,4.58,7.0,64.0,2.84,202.0,24.0,1.16,109.0,6.0,,,,,,,,"",2016-07-11T07:53:07.000Z,,,,Nanometrics,0.0,
athena_event_details,20160604-1,57459,2016-06-04T02:22:54Z,,1.32,35.594,31.4425,,,4.0,Ml,2.00,4.25,10,17,181.0,m,Mediterranean Sea,109.0 km NW of Polis,58007,7.61,22.0,19.0,4.53,221.0,69.0,2.31,114.0,6.0,,,,,,,,"",2016-06-06T10:47:05.000Z,,,,Nanometrics,0.0,
athena_event_details,20160512-7,1000000947,2016-05-12T00:18:37Z,,0.39,34.910667,33.512667,,,4.3,Ml,4.51,2.06,11,15,132.0,m,FELT EARTHQUAKE,11.0 km W of Larnaka,58135,2.17,355.0,71.0,0.91,154.0,17.0,0.56,246.0,6.0,,,,,,,,felt,2021-07-21T10:43:58.093Z,,,,Nanometrics,0.0,
athena_event_details,20160331-5,1000008655,2016-03-31T21:33:27Z,,0.46,36.8125,35.4225,,,4.2,Ml,45.08,36.59,10,15,337.0,m,,230.0 km NE of Ammochostos,57564,36.71,197.0,85.0,5.53,313.0,1.0,2.61,43.0,4.0,,,,,,,,"",2020-04-22T10:48:09.742Z,,,,Nanometrics,0.0,
athena_event_details,20160322-10,1000001995,2016-03-22T20:24:20Z,,0.19,35.011667,33.865833,,,4.2,Ml,49.08,0.92,11,20,167.0,m,FELT EARTHQUAKE,11.0 km W of Paralimni,60821,1.31,22.0,44.0,0.9,147.0,30.0,0.63,257.0,31.0,,,,,,,,felt,2021-07-22T11:57:05.828Z,,,,Nanometrics,0.0,
athena_event_details,20160322-19,1000008613,2016-03-22T14:23:10Z,,0.26,35.565167,32.446667,,,4.2,Ml,50.76,3.36,11,17,193.0,m,Mediterranean Sea,59.0 km N of Polis,57493,3.66,195.0,66.0,1.22,32.0,22.0,0.67,299.0,6.0,,,,,,,,"",2016-03-23T08:25:11.000Z,,,,Nanometrics,0.0,
athena_event_details,20160322-9,1000000981,2016-03-22T13:25:17Z,,0.64,35.775333,31.847667,,,4.8,Ml,33.78,45.26,13,13,173.0,m,FELT EARTHQUAKE; Mediterranean Sea,98.0 km NW of Polis,58258,45.27,101.0,88.0,3.17,33.0,0.0,1.65,303.0,2.0,,,,,,,,felt,2021-07-21T10:36:49.778Z,,,,Nanometrics,0.0,
athena_event_details,20160205-2,8434,2016-02-05T13:25:26Z,,0.43,36.958833,29.419,,,4.0,Ml,0,1.58,13,18,241.0,m,,345.0 km NW of Polis,57165,2.6,358.0,37.0,1.36,175.0,52.0,0.74,267.0,1.0,,,,,,,,"",2020-04-22T10:47:58.012Z,,,,Nanometrics,0.0,
athena_event_details,20160123-4,8363,2016-01-23T04:00:44Z,,0.31,36.955,29.528667,,,4.2,Ml,21.63,1.17,12,16,240.0,m,,338.0 km NW of Polis,57083,3.12,2.0,1.0,1.24,95.0,70.0,0.63,272.0,20.0,,,,,,,,"",2016-01-25T08:39:13.000Z,,,,Nanometrics,0.0,
athena_event_details,20160116-7,1000000592,2016-01-16T18:51:15Z,,0.43,35.496833,31.154333,,,4.2,Ml,17.17,2.79,11,19,145.0,m,Mediterranean Sea,127.0 km NW of Polis,57034,2.88,241.0,75.0,1.85,34.0,12.0,1.06,125.0,7.0,,,,,,,,"",2016-01-18T07:56:42.000Z,,,,Nanometrics,0.0,
athena_event_details,20160105-8,1000000988,2016-01-05T07:17:15Z,,0.34,34.300833,32.687333,,,4.5,Ml,31.46,30.81,10,15,140.0,m,FELT EARTHQUAKE; Mediterranean Sea,52.0 km SW of Lemesos,58137,30.81,0.0,90.0,1.36,310.0,0.0,0.78,40.0,0.0,,,,,,,,felt,2021-07-21T10:34:51.615Z,,,,Nanometrics,0.0,
athena_event_details,20151226-10,8265,2015-12-26T04:51:46Z,,0.36,35.522333,31.161333,,,4.3,Ml,10.63,1.71,13,18,164.0,m,Mediterranean Sea,128.0 km NW of Polis,56897,1.82,32.0,69.0,1.52,201.0,20.0,0.66,292.0,4.0,,,,,,,,"",2015-12-28T10:41:23.000Z,,,,Nanometrics,0.0,
athena_event_details,20151206-11,8182,2015-12-06T23:34:17Z,,0.32,35.742,29.715667,,,4.1,Ml,25.52,1.57,11,16,197.0,m,Mediterranean Sea,259.0 km W of Polis,56758,2.78,252.0,34.0,1.43,29.0,46.0,0.65,145.0,23.0,,,,,,,,"",2015-12-09T08:22:47.000Z,,,,Nanometrics,0.0,
athena_event_details,20151123-4,atlas@56673,2015-11-23T13:39:26Z,,0.36,37.601667,31.6905,,,4.0,Ml,14.73,7.86,7,11,268.0,m,,291.0 km NW of Kyrenia,56673,11.03,16.0,45.0,2.19,202.0,44.0,1.05,109.0,3.0,,,,,,,,"",2015-11-24T12:43:19.000Z,,,,Nanometrics,0.0,
athena_event_details,20151108-10,56053,2015-11-08T17:15:46Z,,0.36,37.220667,31.4,,,4.0,Ml,24.96,6.85,10,12,248.0,m,,260.0 km N of Polis,56544,9.29,23.0,47.0,2.63,194.0,42.0,1.11,288.0,5.0,,,,,,,,"",2015-11-10T12:53:43.000Z,,,,Nanometrics,0.0,
athena_event_details,20151006-10,atlas@56284,2015-10-06T21:27:33Z,,0.49,36.162,30.026,,,5.3,Ml,20.56,2.01,14,19,117.0,m,Mediterranean Sea,251.0 km NW of Polis,56284,2.32,334.0,59.0,1.33,219.0,13.0,0.7,122.0,27.0,,,,,,,,"",2015-10-07T06:51:12.000Z,,,,Nanometrics,0.0,
athena_event_details,20150916-4,1000007818,2015-09-16T03:23:23Z,,0.24,36.096,30.711167,,,4.2,Ml,82.06,2.83,15,20,156.0,m,Mediterranean Sea,196.0 km NW of Polis,56124,2.89,16.0,77.0,1.13,212.0,11.0,0.45,121.0,3.0,,,,,,,,"",2015-09-16T09:26:47.000Z,,,,Nanometrics,0.0,
athena_event_details,20150831-6,1000007736,2015-08-31T06:02:44Z,,0.14,37.08,30.693667,,,4.5,Ml,148.57,1.35,12,13,237.0,m,,276.0 km NW of Polis,55984,2.68,193.0,12.0,1.45,316.0,68.0,0.57,99.0,18.0,,,,,,,,"",2015-09-01T07:39:57.000Z,,,,Nanometrics,0.0,
athena_event_details,20150824-6,55480,2015-08-24T16:09:14Z,,0.2,36.835833,30.668833,,,4.2,Ml,119.56,3.07,7,10,223.0,m,,256.0 km NW of Polis,55918,3.43,222.0,63.0,2.55,6.0,22.0,0.75,102.0,14.0,,,,,,,,"",2015-08-25T06:45:47.000Z,,,,Nanometrics,0.0,
athena_event_details,20150818-14,7679,2015-08-18T21:58:10Z,,0.45,35.68,31.306833,,,4.3,Ml,7.38,1.81,15,22,152.0,m,FELT EARTHQUAKE; Mediterranean Sea,125.0 km NW of Polis,55854,1.95,24.0,68.0,1.76,205.0,21.0,0.66,295.0,0.0,,,,,,,,felt,2021-07-22T08:33:38.945Z,,,,Nanometrics,0.0,
athena_event_details,20150818-15,1000001032,2015-08-18T21:19:41Z,,0.94,35.474833,31.243667,,,5.1,Ml,15.91,3.58,15,22,139.0,m,FELT EARTHQUAKE; Mediterranean Sea,119.0 km NW of Polis,58249,4.0,30.0,63.0,2.96,201.0,26.0,1.37,293.0,4.0,,,,,,,,felt,2021-07-22T08:32:02.835Z,,,,Nanometrics,0.0,
athena_event_details,20150730-11,1000001042,2015-07-30T15:04:09Z,,0.24,34.2735,33.738833,,,4.7,Ml,19.93,0.99,15,21,123.0,m,FELT EARTHQUAKE; Mediterranean Sea,72.0 km S of Larnaka,58136,1.21,36.0,54.0,0.61,276.0,19.0,0.43,175.0,29.0,,,,,,,,felt,2021-07-22T08:28:58.607Z,,,,Nanometrics,0.0,
athena_event_details,20150729-23,7573,2015-07-29T22:00:53Z,,0.71,36.2925,35.1185,,,5.2,Ml,20.00,31.61,14,15,154.0,m,FELT EARTHQUAKE; Mediterranean Sea,168.0 km NE of Ammochostos,55594,31.61,0.0,90.0,4.7,142.0,0.0,1.68,232.0,0.0,,,,,,,,felt,2021-07-22T08:24:37.520Z,,,,Nanometrics,0.0,
athena_event_details,20150727-20,1000007553,2015-07-27T09:55:10Z,,0.23,35.893667,31.146167,,,4.3,Ml,22.16,1.83,12,14,160.0,m,Mediterranean Sea,151.0 km NW of Polis,55531,1.85,13.0,82.0,1.13,207.0,7.0,0.44,117.0,2.0,,,,,,,,"",2015-07-27T11:42:20.000Z,,,,Nanometrics,0.0,
athena_event_details,20150721-27,1000001044,2015-07-21T16:29:17Z,,0.44,34.751667,32.9785,,,4.4,Ml,20.70,1.06,13,19,78.0,m,FELT EARTHQUAKE,10.0 km NW of Lemesos,58248,1.52,4.0,44.0,0.74,131.0,31.0,0.64,241.0,30.0,,,,,,,,felt,2021-07-22T08:19:39.724Z,,,,Nanometrics,0.0,
athena_event_details,20150708-6,7349,2015-07-08T22:14:01Z,,0.25,37.64,29.589667,,,4.4,Ml,8.14,2.86,14,15,225.0,m,,386.0 km NW of Polis,55118,3.14,22.0,65.0,1.01,182.0,23.0,0.75,275.0,8.0,,,,,,,,"",2015-07-09T11:10:25.000Z,,,,Nanometrics,0.0,
athena_event_details,20150415-15,6791,2015-04-15T08:33:49Z,,0.26,34.840167,32.416667,,,4.0,Ml,24.38,0.52,10,17,70.0,m,FELT EARTHQUAKE,8.0 km N of Pafos,54169,0.87,15.0,36.0,0.65,113.0,11.0,0.45,217.0,52.0,,,,,,,,felt,2021-07-22T07:09:19.039Z,,,,Nanometrics,0.0,
athena_event_details,20150415-11,54066,2015-04-15T08:25:12Z,,0.35,34.823833,32.369,,,5.6,Ml,27.62,0.88,9,14,137.0,m,FELT EARTHQUAKE,8.0 km NW of Pafos,54165,1.38,27.0,39.0,1.11,119.0,2.0,0.64,211.0,51.0,,,,,71.0,97.0,92.0,felt,2023-01-05T09:35:04.522Z,20.0,270.0,83.0,Nanometrics,0.0,
athena_event_details,20150301-5,6581,2015-03-01T12:10:54Z,,0.34,32.240833,30.426,,,4.2,Ml,32.48,30.90,11,14,279.0,m,Mediterranean Sea,336.0 km SW of Pafos,53817,30.9,0.0,90.0,2.2,240.0,0.0,1.15,330.0,0.0,,,,,,,,"",2015-03-02T11:42:04.000Z,,,,Nanometrics,0.0,
athena_event_details,20150227-8,1000006575,2015-02-27T12:53:12Z,,0.36,32.014167,31.362333,,,4.6,Ml,32.13,32.61,11,16,246.0,m,Mediterranean Sea,321.0 km S of Pafos,53816,32.61,0.0,90.0,1.98,242.0,0.0,0.85,332.0,0.0,,,,,,,,"",2015-03-02T11:27:08.000Z,,,,Nanometrics,0.0,
athena_event_details,20150216-3,53662,2015-02-16T11:52:44Z,,1.43,37.192167,29.8555,,,4.7,Ml,0.02,6.65,14,19,211.0,m,,334.0 km NW of Polis,53716,9.64,313.0,43.0,4.13,67.0,22.0,4.03,175.0,38.0,,,,,,,,"",2015-02-16T12:19:17.000Z,,,,Nanometrics,0.0,
athena_event_details,20150210-9,1000006520,2015-02-10T08:56:30Z,,0.3,37.03,30.216333,,,4.6,Ml,3.07,1.17,10,13,239.0,m,,298.0 km NW of Polis,53689,1.71,183.0,15.0,1.25,321.0,68.0,0.68,89.0,14.0,,,,,,,,"",2015-02-11T09:46:02.000Z,,,,Nanometrics,0.0,
athena_event_details,20150210-3,atlas@53681,2015-02-10T04:01:57Z,,0.51,36.058167,35.933333,,,4.7,Ml,14.86,4.12,11,13,145.0,m,,208.0 km NE of Ammochostos,53681,4.14,297.0,84.0,2.1,132.0,5.0,1.11,42.0,2.0,,,,,,,,"",2015-02-10T07:14:52.000Z,,,,Nanometrics,0.0,
athena_event_details,20150123-7,53539,2015-01-23T15:10:39Z,,0.67,35.914667,31.0405,,,4.2,Ml,17.27,3.98,12,22,158.0,m,Mediterranean Sea,160.0 km NW of Polis,53584,4.12,25.0,75.0,2.6,214.0,14.0,1.07,123.0,2.0,,,,,,,,"",2015-01-26T10:01:18.000Z,,,,Nanometrics,0.0,
athena_event_details,20150108-4,1000006400,2015-01-08T18:44:44Z,,0.28,37.257167,36.765667,,,4.5,Ml,2.53,1.77,12,12,223.0,m,,347.0 km NE of Ammochostos,53475,4.88,356.0,21.0,1.83,167.0,68.0,0.67,265.0,3.0,,,,,,,,"",2015-01-09T13:48:50.000Z,,,,Nanometrics,0.0,
athena_event_details,20150106-3,53426,2015-01-06T22:16:46Z,,1.49,36.767833,34.572,,,4.2,Ml,3.00,31.61,9,10,211.0,m,,192.0 km N of Ammochostos,53456,31.61,0.0,90.0,9.37,145.0,0.0,3.62,235.0,0.0,,,,,,,,"",2015-01-07T10:41:14.000Z,,,,Nanometrics,0.0,
athena_event_details,20141204-3,6265,2014-12-04T05:35:24Z,,0.29,35.825833,29.168167,,,4.3,Ml,23.42,1.32,14,18,153.0,m,Mediterranean Sea,309.0 km W of Polis,53228,1.58,39.0,56.0,0.76,234.0,32.0,0.66,140.0,7.0,,,,,,,,"",2014-12-04T13:14:37.000Z,,,,Nanometrics,0.0,
athena_event_details,20141112-15,1000001068,2014-11-12T16:25:38Z,,1.78,36.014667,31.74,,,4.2,Ml,24.56,39.18,10,17,293.0,m,Mediterranean Sea,126.0 km NW of Polis,58239,51.02,334.0,50.0,7.2,140.0,38.0,6.64,236.0,7.0,,,,,,,,"",2016-08-17T12:16:25.000Z,,,,Nanometrics,0.0,
athena_event_details,20141020-1,atlas@52831,2014-10-20T21:54:03Z,,0.23,35.983833,31.031167,,,4.0,Ml,65.08,5.05,9,12,161.0,m,Mediterranean Sea,165.0 km NW of Polis,52831,5.17,27.0,77.0,1.71,204.0,12.0,0.54,294.0,1.0,,,,,,,,"",2014-10-21T06:23:14.000Z,,,,Nanometrics,0.0,
athena_event_details,20141018-2,52831,2014-10-18T13:41:34Z,,0.93,35.8315,30.906833,,,4.2,Ml,9.25,4.70,13,20,149.0,m,Mediterranean Sea,164.0 km NW of Polis,52828,4.98,10.0,70.0,3.13,211.0,18.0,1.24,119.0,7.0,,,,,,,,"",2014-10-20T09:24:39.000Z,,,,Nanometrics,0.0,
athena_event_details,20141016-5,52818,2014-10-16T12:40:07Z,,0.42,35.819667,30.927,,,4.4,Ml,8.62,2.33,11,13,150.0,m,Mediterranean Sea,162.0 km NW of Polis,52826,2.51,30.0,68.0,1.61,207.0,21.0,0.69,297.0,1.0,,,,,,,,"",2014-10-17T07:14:06.000Z,,,,Nanometrics,0.0,
